Statement,Link,Date
"Oil spill mula sa lumubog na MT Princess Empress, may malaking banta sa kalusugan - eksperto",https://balita.mb.com.ph/2023/03/21/oil-spill-mula-sa-lumubog-na-mt-princess-empress-may-malaking-banta-sa-kalusugan-eksperto/,"March 21,  2023"
"Cleanup drive sa nasunog na palengke sa Baguio, natapos sa loob ng 7 araw; manininda, balik-operasyon na",https://balita.mb.com.ph/2023/03/20/cleanup-drive-sa-nasunog-na-palengke-sa-baguio-natapos-sa-loob-ng-7-araw-manininda-balik-operasyon-na/,"March 20,  2023"
"Higit ₱400.7M shabu mula Africa, nasabat sa Pasay City",https://balita.mb.com.ph/2023/03/20/higit-%e2%82%b1400-7m-shabu-mula-africa-nasabat-sa-pasay-city/,"March 20,  2023"
"Pag-expel kay Rep. Teves, nakasalalay sa Kamara - Sec. Remulla",https://balita.mb.com.ph/2023/03/20/pag-expel-kay-rep-teves-nakasalalay-sa-kamara-sec-remulla/,"March 20,  2023"
"May-ari ng lumubog na MT Princess Empress, walang permit para maglayag - MARINA",https://balita.mb.com.ph/2023/03/20/may-ari-ng-lumubog-na-mt-princess-empress-walang-permit-para-maglayag-marina/,"March 20,  2023"
"Lalaki, timbog sa umano'y panggahasa sa QC",https://balita.mb.com.ph/2023/03/20/lalaki-timbog-sa-umanoy-panggahasa-sa-qc/,"March 20,  2023"
"Ultimatum vs Teves, inilabas na ng mga kongresista",https://balita.mb.com.ph/2023/03/20/ultimatum-vs-teves-inilabas-na-ng-mga-kongresista/,"March 20,  2023"
"Saleslady, patay nang pagsasaksakin ng sariling live-in partner sa Tacloban",https://balita.mb.com.ph/2023/03/20/saleslady-patay-nang-pagsasaksakin-ng-sariling-live-in-partner-sa-tacloban/,"March 20,  2023"
"DOH: 1,171 dagdag kaso ng Covid-19, naitala sa bansa noong nakaraang linggo",https://balita.mb.com.ph/2023/03/20/doh-1171-dagdag-kaso-ng-covid-19-naitala-sa-bansa-noong-nakaraang-linggo/,"March 20,  2023"
"Panukalang pag-amyenda sa bank secrecy law, lusot na sa 2nd reading sa Kamara",https://balita.mb.com.ph/2023/03/20/panukalang-pag-amyenda-sa-bank-secrecy-law-lusot-na-sa-2nd-reading-sa-kamara/,"March 20,  2023"
"Sektor ng pangisdaan, nawawalan ng ₱5M kada araw dahil sa oil spill - BFAR",https://balita.mb.com.ph/2023/03/20/sektor-ng-pangisdaan-nawawalan-ng-%e2%82%b15m-kada-araw-dahil-sa-oil-spill-bfar/,"March 20,  2023"
"Revilla, ‘optimistic’ na maipapasa ang ₱150 wage hike bill ni Zubiri",https://balita.mb.com.ph/2023/03/20/revilla-optimistic-na-maipapasa-ang-%e2%82%b1150-wage-hike-bill-ni-zubiri/,"March 20,  2023"
"Zubiri, iminungkahi ang pag-amyenda ng Anti-Hazing Act sa bansa",https://balita.mb.com.ph/2023/03/20/zubiri-iminungkahi-ang-pag-amyenda-ng-anti-hazing-act-sa-bansa/,"March 20,  2023"
"'Cash for work' sa mga naapektuhan ng oil spill, ie-extend pa! -- DSWD",https://balita.mb.com.ph/2023/03/20/cash-for-work-sa-mga-naapektuhan-ng-oil-spill-ie-extend-pa-dswd/,"March 20,  2023"
"Publiko, binalaan vs pekeng FB page na ""DSWD Financial Assistance""",https://balita.mb.com.ph/2023/03/20/publiko-binalaan-vs-pekeng-fb-page-na-dswd-financial-assistance/,"March 20,  2023"
"78% ng mga Pinoy, nag-aalala pa ring magkaroon ng COVID-19 - SWS",https://balita.mb.com.ph/2023/03/20/78-ng-mga-pinoy-nag-aalala-pa-ring-magkaroon-ng-covid-19-sws/,"March 20,  2023"
"‘Wishing I could hug all 400 million of you’: Selena Gomez, nagpasalamat sa 400M followers sa IG",https://balita.mb.com.ph/2023/03/20/wishing-i-could-hug-all-400-million-of-you-selena-gomez-nagpasalamat-sa-400m-followers-sa-ig/,"March 20,  2023"
"CIDG-NCR chief, 12 pang pulis 'di pa lusot sa bintang na extortion -- Azurin",https://balita.mb.com.ph/2023/03/20/cidg-ncr-chief-12-pang-pulis-di-pa-lusot-sa-bintang-na-extortion-azurin/,"March 20,  2023"
"Trailer ng ‘Here Comes the Groom,’ kinaaliwan ng netizens",https://balita.mb.com.ph/2023/03/20/trailer-ng-here-comes-the-groom-kinaaliwan-ng-netizens/,"March 20,  2023"
"Mayor Lacuna, hinikayat ang mga Manilenyo na magparehistro na ng SIM card",https://balita.mb.com.ph/2023/03/20/mayor-lacuna-hinikayat-ang-mga-manilenyo-na-magparehistro-na-ng-sim-card/,"March 20,  2023"
"Lacuna: 'Panunumpa ng Isang Kawani', dapat i-recite tuwing unang Lunes ng buwan",https://balita.mb.com.ph/2023/03/20/lacuna-panunumpa-ng-isang-kawani-dapat-i-recite-tuwing-unang-lunes-ng-buwan/,"March 20,  2023"
Ina ni Klea Pineda: 'Always proud of you',https://balita.mb.com.ph/2023/03/20/ina-ni-klea-pineda-always-proud-of-you/,"March 20,  2023"
"Pagtawid sa showbiz mula med school, pinagsisihan nga ba ni Robi Domingo?",https://balita.mb.com.ph/2023/03/20/pagtawid-sa-showbiz-mula-med-school-pinagsisihan-nga-ba-ni-robi-domingo/,"March 20,  2023"
"Comelec: Pagdaraos ng plebisito sa Marawi City, naging tagumpay, payapa",https://balita.mb.com.ph/2023/03/20/comelec-pagdaraos-ng-plebisito-sa-marawi-city-naging-tagumpay-payapa/,"March 20,  2023"
"'Charles & Keith girl' Zoe Gabriel, nakipag-collab na rin sa isang airline",https://balita.mb.com.ph/2023/03/20/charles-keith-girl-zoe-gabriel-nakipag-collab-na-rin-sa-isang-airline/,"March 20,  2023"
"Land Bank, may alok na scholarship sa mga anak ng magsasaka, mangingisda",https://balita.mb.com.ph/2023/03/20/land-bank-may-alok-na-scholarship-sa-mga-anak-ng-magsasaka-mangingisda/,"March 20,  2023"
"Alden Richards, puring-puri ni Lolit Solis",https://balita.mb.com.ph/2023/03/20/alden-richards-puring-puri-ni-lolit-solis/,"March 20,  2023"
"‘No Other Woman’ ang peg? Ellen Adarna, inagaw si Derek Ramsay kay Bretman Rock?",https://balita.mb.com.ph/2023/03/20/no-other-woman-ang-peg-ellen-adarna-inagaw-si-derek-ramsay-kay-bretman-rock/,"March 20,  2023"
"Miss Universe 2022 R’Bonney Gabriel, lilipad pa 'Pinas sa Mayo",https://balita.mb.com.ph/2023/03/20/miss-universe-2022-rbonney-gabriel-lilipad-pa-pinas-sa-mayo/,"February 20,  2024"
"₱25.5B tax evasion case, isinampa ng BIR vs 4 'ghost' company",https://balita.mb.com.ph/2023/03/20/%e2%82%b125-5b-tax-evasion-case-isinampa-ng-bir-vs-4-ghost-company/,"March 20,  2023"
Pelikulang 'Dollhouse' hango sa totoong buhay ni Faye Lorenzo,https://balita.mb.com.ph/2023/03/20/pelikulang-dollhouse-hango-sa-totoong-buhay-ni-faye-lorenzo/,"March 20,  2023"
"Vice Ganda, pumalag sa batikos dahil sa pagbili niya ng tuta sa halagang ₱380K",https://balita.mb.com.ph/2023/03/20/vice-ganda-pumalag-sa-batikos-dahil-sa-pagbili-niya-ng-tuta-sa-halagang-%e2%82%b1380k/,"March 20,  2023"
"Lolit Solis, natawa na lang sa umano'y isyu sa relasyon nina James Reid at Issa Pressman",https://balita.mb.com.ph/2023/03/20/lolit-solis-natawa-na-lang-sa-umanoy-isyu-sa-relasyon-nina-james-reid-at-issa-pressman/,"March 20,  2023"
"Janella Salvador, nagdiwang ng kaarawan sa ‘ASAP’; may sorpresa para sa mga fans",https://balita.mb.com.ph/2023/03/20/janella-salvador-nagdiwang-ng-kaarawan-sa-asap-may-sorpresa-para-sa-mga-fans/,"March 20,  2023"
"₱86M asukal, nahuli sa anti-smuggling op ng Bureau of Customs sa Subic",https://balita.mb.com.ph/2023/03/20/%e2%82%b186m-asukal-nahuli-sa-anti-smuggling-op-ng-bureau-of-customs-sa-subic/,"March 20,  2023"
"Buy and sell agent, timbog sa ₱7.6M shabu sa buy-bust sa Lucena",https://balita.mb.com.ph/2023/03/20/buy-and-sell-agent-timbog-sa-%e2%82%b17-6m-shabu-sa-buy-bust-sa-lucena/,"March 20,  2023"
"Darryl Yap, binigyang-pugay si Imelda Marcos: 'Nananatiling makapangyarihan kahit walang kapa'",https://balita.mb.com.ph/2023/03/20/darryl-yap-binigyang-pugay-si-imelda-marcos-nananatiling-makapangyarihan-kahit-walang-kapa/,"March 20,  2023"
"Posibleng pananagutan ng PCG, Marina sa oil spill, iimbestigahan sa Senado - Villar",https://balita.mb.com.ph/2023/03/20/posibleng-pananagutan-ng-pcg-marina-sa-oil-spill-iimbestigahan-sa-senado-villar/,"March 20,  2023"
"Lalaking wanted dahil sa pagpatay, timbog sa Pasay City",https://balita.mb.com.ph/2023/03/19/lalaking-wanted-dahil-sa-pagpatay-timbog-sa-pasay-city/,"April 03,  2023"
"Mga sangkot sa onion cartel, papangalanan na ng mga kongresista",https://balita.mb.com.ph/2023/03/20/mga-sangkot-sa-onion-cartel-papangalanan-na-ng-mga-kongresista/,"March 20,  2023"
"Grass fire, tumama sa Pagudpud, Ilocos Norte",https://balita.mb.com.ph/2023/03/19/grass-fire-tumama-sa-pagudpud-ilocos-norte/,"March 19,  2023"
"Sobrang pagkonsumo ng mga Pinoy ng asin, problema ang hatid sa kalusugan - AnaKalusugan Party-list",https://balita.mb.com.ph/2023/03/19/sobrang-pagkonsumo-ng-mga-pinoy-ng-asin-problema-ang-hatid-sa-kalusugan-anakalusugan-party-list/,"March 19,  2023"
"PBA: Standhardinger, nangungunang kandidato bilang BPC",https://balita.mb.com.ph/2023/03/19/pba-standhardinger-nangungunang-kandidato-bilang-bpc/,"March 19,  2023"
"Ayuda sa pagtaas ng singil sa kuryente, hirit na dagdagan sa Senado",https://balita.mb.com.ph/2023/03/19/ayuda-sa-pagtaas-ng-singil-sa-kuryente-hirit-na-dagdagan-sa-senado/,"March 19,  2023"
"Suspek sa panggagahasa, arestado sa Laguna",https://balita.mb.com.ph/2023/03/19/suspek-sa-panggagahasa-arestado-sa-laguna/,"March 19,  2023"
"Ginebra, pasok na rin sa semifinals matapos tambakan NLEX",https://balita.mb.com.ph/2023/03/19/ginebra-pasok-na-rin-sa-semifinals-matapos-tambakan-nlex/,"March 19,  2023"
"DOH, nakapag-ulat ng 185 bagong kaso ng Covid-19",https://balita.mb.com.ph/2023/03/19/doh-nakapag-ulat-ng-185-bagong-kaso-ng-covid-19/,"March 19,  2023"
"27 pang Pinoy na naapektuhan ng lindol sa Turkey, nakauwi na sa Pinas",https://balita.mb.com.ph/2023/03/19/27-pang-pinoy-na-naapektuhan-ng-lindol-sa-turkey-nakauwi-na-sa-pinas/,"March 19,  2023"
"Mayor Degamo, hihilinging patalsikin si Teves bilang kongresista",https://balita.mb.com.ph/2023/03/19/mayor-degamo-hihilinging-patalsikin-si-teves-bilang-kongresista/,"March 20,  2023"
"San Miguel, nakapasok na sa semis sa PBA",https://balita.mb.com.ph/2023/03/19/san-miguel-nakapasok-na-sa-semis-sa-pba/,"March 19,  2023"
"VP Sara, pinuri ang mga Pangasinense sa pangangalaga ng Hundred Islands Park",https://balita.mb.com.ph/2023/03/19/vp-sara-pinuri-ang-mga-pangasinense-sa-pangangalaga-ng-hundred-islands-park/,"March 19,  2023"
"NCRPO, handa na para sa seguridad sa Metro Manila sa nalalapit na Semana Santa",https://balita.mb.com.ph/2023/03/19/ncrpo-handa-na-para-sa-seguridad-sa-metro-manila-sa-nalalapit-na-semana-santa/,"March 19,  2023"
3 arestado matapos mapuksa ang isang drug den sa Castillejos,https://balita.mb.com.ph/2023/03/19/3-arestado-matapos-mapuksa-ang-isang-drug-den-sa-castillejos/,"March 19,  2023"
"Klea Pineda, may birthday pasabog; may inamin",https://balita.mb.com.ph/2023/03/19/klea-pineda-may-birthday-pasabog-may-inamin/,"March 19,  2023"
"2 sundalo, sugatan; kagamitang pampasabog, narekober sa sagupaan vs CTG sa Cagayan",https://balita.mb.com.ph/2023/03/19/2-sundalo-sugatan-kagamitang-pampasabog-narekober-sa-sagupaan-vs-ctg-sa-cagayan/,"March 19,  2023"
"Lacuna sa mga residente ng Maynila: Poste, center island, tulay, at estero, huwag gawing basurahan!",https://balita.mb.com.ph/2023/03/19/lacuna-sa-mga-residente-ng-maynila-poste-center-island-tulay-at-estero-huwag-gawing-basurahan/,"March 19,  2023"
"May-ari ng lumubog na MT Princess Empress, babahain ng compensation claims - Cong Pimentel",https://balita.mb.com.ph/2023/03/19/may-ari-ng-lumubog-na-mt-princess-empress-babahain-ng-compensation-claims-cong-pimentel/,"March 19,  2023"
"Limpak-limpak na jackpot prizes ng PCSO lotto games, maaaring mapanalunan ngayong Linggo ng gabi!",https://balita.mb.com.ph/2023/03/19/limpak-limpak-na-jackpot-prizes-ng-pcso-lotto-games-maaaring-mapanalunan-ngayong-linggo-ng-gabi/,"March 19,  2023"
"#PampaGoodVibes: Asong sakay ng tricycle kasama ang fur parents, kinaantigan",https://balita.mb.com.ph/2023/03/19/pampagoodvibes-asong-sakay-ng-tricycle-kasama-ang-fur-parents-kinaantigan/,"March 19,  2023"
"12,370, nasita sa dry run ng exclusive motorcycle lane sa QC",https://balita.mb.com.ph/2023/03/19/12370-nasita-sa-dry-run-ng-exclusive-motorcycle-lane-sa-qc/,"March 19,  2023"
"Julia Montes, flinex ang video call nila ni 'Mommy Sharon Cuneta' sa 28th birthday niya",https://balita.mb.com.ph/2023/03/19/julia-montes-flinex-ang-video-call-nila-ni-mommy-sharon-cuneta-sa-28th-birthday-niya/,"March 19,  2023"
"Ava Mendez, aminadong ambisyosa; di swak si Skusta Clee sa kaniya",https://balita.mb.com.ph/2023/03/19/ava-mendez-aminadong-ambisyosa-di-swak-si-skusta-clee-sa-kaniya/,"March 19,  2023"
"Tatlong tiyahing nasibak sa trabaho, may ₱38k kay Whamos",https://balita.mb.com.ph/2023/03/19/tatlong-tiyahing-nasibak-sa-trabaho-may-%e2%82%b138k-kay-whamos/,"March 19,  2023"
"Calapan, maaaring pasukin pa ng mahigit pang oil spill - UP expert",https://balita.mb.com.ph/2023/03/19/calapan-maaaring-pasukin-pa-ng-mahigit-pang-oil-spill-up-expert/,"March 19,  2023"
"Ayudang ₱1/kWh dahil sa pagtaas ng singil sa kuryente, iginiit",https://balita.mb.com.ph/2023/03/19/ayudang-%e2%82%b11-kwh-dahil-sa-pagtaas-ng-singil-sa-kuryente-iginiit/,"March 19,  2023"
"Barbie 'Doll' Imperial, mala-buhay na manika sa latest pics",https://balita.mb.com.ph/2023/03/19/barbie-doll-imperial-mala-buhay-na-manika-sa-latest-pics/,"March 19,  2023"
"Rob Mananquil, nagulat sa nadatnang mga kalat, 'drugs' sa sariling bahay",https://balita.mb.com.ph/2023/03/19/rob-mananquil-nagulat-sa-nadatnang-mga-kalat-drugs-sa-sariling-bahay/,"March 19,  2023"
"Jane de Leon, nagbigay update sa pinagdaanang surgery ng ina",https://balita.mb.com.ph/2023/03/19/jane-de-leon-nagbigay-update-sa-pinagdaanang-surgery-ng-ina/,"March 19,  2023"
"Ecuador, Peru, niyanig ng magnitude 6.7 na lindol; 15, patay!",https://balita.mb.com.ph/2023/03/19/ecuador-peru-niyanig-ng-magnitude-6-7-na-lindol-15-patay/,"February 20,  2024"
"Benta ng Kadiwa center sa Camarines Sur, nasa ₱1.2M na! -- Malacañang",https://balita.mb.com.ph/2023/03/19/benta-ng-kadiwa-center-sa-camarines-sur-nasa-%e2%82%b11-2m-na-malacanang/,"March 19,  2023"
"Arrest warrant ng ICC kay Putin, may 'strong message' sa global community - Hontiveros",https://balita.mb.com.ph/2023/03/19/arrest-warrant-ng-icc-kay-putin-may-strong-message-sa-global-community-hontiveros/,"March 19,  2023"
"'How much kaya TF ni Kuya? Netizen, napansin dobleng exposure ng talent sa 'Batang Quiapo'",https://balita.mb.com.ph/2023/03/19/how-much-kaya-tf-ni-kuya-netizen-napansin-dobleng-exposure-ng-talent-sa-batang-quiapo/,"March 19,  2023"
"School polo ni Francis M, naisubasta sa halagang ₱620k",https://balita.mb.com.ph/2023/03/19/school-polo-ni-francis-m-naisubasta-sa-halagang-%e2%82%b1620k/,"March 19,  2023"
"Miss Glenda, isa nang 'Young Entrepreneur Awardee'",https://balita.mb.com.ph/2023/03/19/miss-glenda-isa-nang-young-entrepreneur-awardee/,"March 19,  2023"
"Kahit may oil spill: Fishing ban sa Oriental Mindoro, inalis na!",https://balita.mb.com.ph/2023/03/19/kahit-may-oil-spill-fishing-ban-sa-oriental-mindoro-inalis-na/,"March 19,  2023"
"'Rebranding?' JaDine fans, nagpalit ng pangalan, sinipa si James Reid",https://balita.mb.com.ph/2023/03/19/rebranding-jadine-fans-nagpalit-ng-pangalan-sinipa-si-james-reid/,"March 19,  2023"
"'I'm sorry for stealing James!' Biruan nina Nadine Lustre at Iza Calzado, nakalkal",https://balita.mb.com.ph/2023/03/19/im-sorry-for-stealing-james-biruan-nina-nadine-lustre-at-iza-calzado-nakalkal/,"March 19,  2023"
"'Kunsintidor na ate?' Yassi Pressman, may buwelta sa mga judgmental, pinutakti ng bashers",https://balita.mb.com.ph/2023/03/19/kunsintidor-na-ate-yassi-pressman-may-buwelta-sa-mga-judgmental-pinutakti-ng-bashers/,"March 19,  2023"
"Trump, aarestuhin daw sa Martes, nanawagan ng protesta",https://balita.mb.com.ph/2023/03/18/trump-aarestuhin-daw-sa-martes-nanawagan-ng-protesta/,"February 20,  2024"
"Bulkang Merapi sa Indonesia, pumutok, naglabas ng lava",https://balita.mb.com.ph/2023/03/19/bulkang-merapi-sa-indonesia-pumutok-naglabas-ng-lava/,"February 20,  2024"
"Las Piñas City, naglunsad ng isang family planning caravan",https://balita.mb.com.ph/2023/03/18/las-pinas-city-naglunsad-ng-isang-family-planning-caravan/,"March 19,  2023"
"HORI7ON, wagi sa ‘I Can See Your Voice’",https://balita.mb.com.ph/2023/03/19/hori7on-wagi-sa-i-can-see-your-voice/,"March 19,  2023"
"U.S. advance party na sasali sa 'Balikatan' 2023, darating na sa bansa sa Marso 20",https://balita.mb.com.ph/2023/03/18/u-s-advance-party-na-sasali-sa-balikatan-2023-darating-na-sa-bansa-sa-marso-20/,"March 18,  2023"
"Nasa 800,000 kabataang North Koreans, nagpatala sa hukbo para labanan ang 'US imperialists' -- state media",https://balita.mb.com.ph/2023/03/18/nasa-800000-kabataang-north-koreans-nagpatala-sa-hukbo-para-labanan-ang-us-imperialists-state-media/,"March 18,  2023"
"Lalaking wanted sa pagnanakaw, timbog sa Pasay",https://balita.mb.com.ph/2023/03/18/lalaking-wanted-sa-pagnanakaw-timbog-sa-pasay/,"March 18,  2023"
"China, maaari na muling pasyalan ng mga Pinoy, iba pang foreign tourists",https://balita.mb.com.ph/2023/03/18/china-maaari-na-muling-pasyalan-ng-mga-pinoy-iba-pang-foreign-tourists/,"March 18,  2023"
"₱120M 'puslit' na poultry, seafood products nabisto sa Navotas",https://balita.mb.com.ph/2023/03/18/%e2%82%b1120m-puslit-na-poultry-seafood-products-nabisto-sa-navotas/,"March 18,  2023"
"13 drug suspect, nakorner sa Laguna",https://balita.mb.com.ph/2023/03/18/13-drug-suspect-nakorner-sa-laguna/,"March 18,  2023"
"Milyun-milyong patay na isda, bumara sa isang ilog sa Australia",https://balita.mb.com.ph/2023/03/18/milyun-milyong-patay-na-isda-bumara-sa-isang-ilog-sa-australia/,"February 20,  2024"
"Babae sa Leyte, nahatulan ng 2 habambuhay na sentensiya dahil sa sex trafficking sangkot ang sariling anak, atbp",https://balita.mb.com.ph/2023/03/18/babae-sa-leyte-nahatulan-ng-2-habambuhay-na-sentensiya-dahil-sa-sex-trafficking-sangkot-ang-sariling-anak-atbp/,"March 19,  2023"
"Miyembro ng isang criminal group, arestado!",https://balita.mb.com.ph/2023/03/18/miyembro-ng-isang-criminal-group-arestado/,"March 18,  2023"
"5 dayuhang takas, timbog sa magkakahiwalay na operasyon ng BI sa Boracay, Iloilo",https://balita.mb.com.ph/2023/03/18/5-dayuhang-takas-timbog-sa-magkakahiwalay-na-operasyon-ng-bi-sa-boracay-iloilo/,"March 18,  2023"
"DOJ: Mga suspek sa pagpatay kay Degamo, isasailalim sa lookout bulletin",https://balita.mb.com.ph/2023/03/18/doj-mga-suspek-sa-pagpatay-kay-degamo-isasailalim-sa-lookout-bulletin/,"March 18,  2023"
"Tuberculosis, isa pa ring 'public health problem’ sa bansa -- DOH",https://balita.mb.com.ph/2023/03/18/tuberculosis-isa-pa-ring-public-health-problem-sa-bansa-doh/,"March 18,  2023"
'Summer' posibleng ideklara next week -- PAGASA,https://balita.mb.com.ph/2023/03/18/summer-posibleng-ideklara-next-week-pagasa/,"March 18,  2023"
"Ashley Ortega, inispluk na first love at first boyfriend niya si Juancho Trivino",https://balita.mb.com.ph/2023/03/18/ashley-ortega-inispluk-na-first-love-at-first-boyfriend-niya-si-juancho-trivino/,"March 18,  2023"
"Presyo ng gasolina, diesel bababa sa Marso 21",https://balita.mb.com.ph/2023/03/18/presyo-ng-gasolina-diesel-bababa-sa-marso-21/,"March 18,  2023"
Bong Go sa lumubog na MT Princess Empress: 'Dapat mapanagot kung sino ang dapat managot',https://balita.mb.com.ph/2023/03/18/bong-go-sa-lumubog-na-mt-princess-empress-dapat-mapanagot-kung-sino-ang-dapat-managot/,"March 18,  2023"
"Halos 1,800 sakong oil-contaminated materials, nakolekta sa Mindoro oil spill",https://balita.mb.com.ph/2023/03/18/halos-1800-sakong-oil-contaminated-materials-nakolekta-sa-mindoro-oil-spill/,"March 18,  2023"
Ashley Ortega sa breakup nila ni Mark Alcala: 'Ayaw namin ipilit sa isa't isa if we know that it won't work',https://balita.mb.com.ph/2023/03/18/ashley-ortega-sa-breakup-nila-ni-mark-alcala-ayaw-namin-ipilit-sa-isat-isa-if-we-know-that-it-wont-work/,"March 18,  2023"
"7-day dry run extension ng exclusive motorcycle lane sa QC, sisimulan sa Marso 20 -- MMDA",https://balita.mb.com.ph/2023/03/18/7-day-dry-run-extension-ng-exclusive-motorcycle-lane-sa-qc-sisimulan-sa-marso-20-mmda/,"March 18,  2023"
"'Secretary Kim... Chiu?' Kimmy, gaganap nga ba sa PH adaptation ng K-Drama?",https://balita.mb.com.ph/2023/03/18/secretary-kim-chiu-kimmy-gaganap-nga-ba-sa-ph-adaptation-ng-k-drama/,"March 18,  2023"
"Zubiri, pinasalamatan ang TUCP sa pagsuporta sa ₱150 wage hike bill",https://balita.mb.com.ph/2023/03/18/zubiri-pinasalamatan-ang-tucp-sa-pagsuporta-sa-%e2%82%b1150-wage-hike-bill/,"March 18,  2023"
"'Nancyselos?' James Reid, naka-unfollow na raw kay Nancy McDonie",https://balita.mb.com.ph/2023/03/18/nancyselos-james-reid-naka-unfollow-na-raw-kay-nancy-mcdonie/,"March 18,  2023"
"Comelec: High voter turnout, inaasahan sa Marawi plebiscite",https://balita.mb.com.ph/2023/03/18/comelec-high-voter-turnout-inaasahan-sa-marawi-plebiscite/,"March 18,  2023"
"₱8.5M halaga ng tanim na marijuana, sinunog sa Ilocos Sur at Benguet",https://balita.mb.com.ph/2023/03/18/%e2%82%b18-5m-halaga-ng-tanim-na-marijuana-sinunog-sa-ilocos-sur-at-benguet/,"March 18,  2023"
"Yassi Pressman, may makahulugang IG story; relate ba sa kapatid?",https://balita.mb.com.ph/2023/03/18/yassi-pressman-may-makahulugang-ig-story-relate-ba-sa-kapatid/,"March 18,  2023"
"Reklamo laban kay Rep. Teves, ibinasura ng DOJ",https://balita.mb.com.ph/2023/03/18/reklamo-laban-kay-rep-teves-ibinasura-ng-doj/,"March 18,  2023"
"ICC, naglabas ng arrest warrant vs Russian Pres. Putin",https://balita.mb.com.ph/2023/03/18/icc-naglabas-ng-arrest-warrant-vs-russian-pres-putin/,"February 20,  2024"
"Rendon Labador, may ibinunyag; inalok ng role sa 'FPJ's Batang Quiapo'",https://balita.mb.com.ph/2023/03/18/rendon-labador-may-ibinunyag-inalok-ng-role-sa-fpjs-batang-quiapo/,"March 23,  2023"
"₱340K halaga ng umano'y shabu, nasamsam sa Angeles City",https://balita.mb.com.ph/2023/03/18/%e2%82%b1340k-halaga-ng-umanoy-shabu-nasamsam-sa-angeles-city/,"March 18,  2023"
"Handa na sa 'Big One?' OCD, nag-aerial survey sa mga istraktura sa West Valley Fault",https://balita.mb.com.ph/2023/03/18/handa-na-sa-big-one-ocd-nag-aerial-survey-sa-mga-istraktura-sa-west-valley-fault/,"March 18,  2023"
"'Nagising, imbes na mahimbing tulog!' Netizens, natakam kay Papa P",https://balita.mb.com.ph/2023/03/18/nagising-imbes-na-mahimbing-tulog-netizens-natakam-kay-papa-p/,"March 18,  2023"
"'Hayaan n'yo na!"" Coco Martin, nginitian lang si Rendon Labador",https://balita.mb.com.ph/2023/03/18/hayaan-nyo-na-coco-martin-nginitian-lang-si-rendon-labador/,"March 18,  2023"
"Bohol, 2 pang probinsya sa bansa positibo sa red tide",https://balita.mb.com.ph/2023/03/18/bohol-2-pang-probinsya-sa-bansa-positibo-sa-red-tide/,"March 18,  2023"
"Gawain ni Roxanne Guinoo sa bahay ng mga magulang tuwing Linggo, nagpaantig sa puso",https://balita.mb.com.ph/2023/03/18/gawain-ni-roxanne-guinoo-sa-bahay-ng-mga-magulang-tuwing-linggo-nagpaantig-sa-puso/,"March 18,  2023"
"Nadine Lustre, 'taon-taon' buntis",https://balita.mb.com.ph/2023/03/18/nadine-lustre-taon-taon-buntis/,"March 18,  2023"
"'Sobrang haba, distracting!' False eyelashes ni Bianca Umali, pinapaayos ni Lolit Solis",https://balita.mb.com.ph/2023/03/18/sobrang-haba-distracting-false-eyelashes-ni-bianca-umali-pinapaayos-ni-lolit-solis/,"March 18,  2023"
"Pagsasa-krimen sa baklang kasundaluhan sa Venezuela, kinontra ng kanilang Korte Suprema",https://balita.mb.com.ph/2023/03/17/pagsasa-krimen-sa-baklang-kasundaluhan-sa-venezuela-kinontra-ng-kanilang-korte-suprema/,"February 27,  2024"
"Bea Alonzo, nakaladkad dahil kina James Reid, Issa Pressman",https://balita.mb.com.ph/2023/03/18/bea-alonzo-nakaladkad-dahil-kina-james-reid-issa-pressman/,"March 18,  2023"
"Davao Oriental, niyanig ng magnitude 5.2 na lindol",https://balita.mb.com.ph/2023/03/18/davao-oriental-niyanig-ng-magnitude-5-2-na-lindol/,"March 18,  2023"
Padilla kay Teves: 'You are innocent until proven guilty',https://balita.mb.com.ph/2023/03/18/padilla-kay-teves-you-are-innocent-until-proven-guilty/,"March 18,  2023"
James Reid kay Issa Pressman: 'This is the start of something beautiful',https://balita.mb.com.ph/2023/03/18/james-reid-kay-issa-pressman-this-is-the-start-of-something-beautiful/,"March 18,  2023"
"Abogado, sinabing ‘di dapat masindak ang mga kritiko sa bantang cyber libel ni Darryl Yap",https://balita.mb.com.ph/2023/03/17/abogado-sinabing-di-dapat-masindak-ang-mga-kritiko-sa-bantang-cyber-libel-ni-darryl-yap/,"March 17,  2023"
"PDEA, nakakumpiska ng ₱1.37B droga sa loob ng 100 araw -- Malacañang",https://balita.mb.com.ph/2023/03/17/pdea-nakakumpiska-ng-%e2%82%b11-37b-droga-sa-loob-ng-100-araw-malacanang/,"March 17,  2023"
"Zambales, niyanig ng magnitude 4.9 na lindol",https://balita.mb.com.ph/2023/03/17/zambales-niyanig-ng-magnitude-4-9-na-lindol/,"March 17,  2023"
Bokya sa jackpot: Walang bagong milyonaryo nitong Friday draw ng PCSO,https://balita.mb.com.ph/2023/03/17/bokya-sa-jackpot-walang-bagong-milyonaryo-nitong-friday-draw-ng-pcso/,"March 17,  2023"
"Ilocos Norte, niyanig ng magnitude 5.1 na lindol",https://balita.mb.com.ph/2023/03/17/ilocos-norte-niyanig-ng-magnitude-5-1-na-lindol/,"March 17,  2023"
